Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2018,3,11,21,30,0,0,0,0,0,-0.9,123.86,0.5,3.4,0.7,301,96.65,-0.4,1009,N/A
2018,3,11,22,30,0,0,0,0,4,-1.1,131.75,0.5,3.4,0.7,304,96.55,-0.6,1009,N/A
2018,3,11,23,30,0,0,0,0,4,-1.2,137.06,0.5,3.4,0.7,308,96.26,-0.7,1009,N/A
2018,3,12,0,30,0,0,0,0,4,-1.3,138.69,0.5,3.4,0.7,311,96.17,-0.8,1010,N/A
2018,3,12,1,30,0,0,0,0,4,-1.5,136.21,0.5,3.4,0.7,314,95.34,-0.8,1010,N/A
2018,3,12,2,30,0,0,0,0,4,-1.6,130.25,0.5,3.4,0.7,317,94.59,-0.8,1011,N/A
2018,3,12,3,30,0,0,0,0,4,-1.7,121.95,0.5,3.5,0.7,319,94.38,-0.9,1012,N/A
2018,3,12,4,30,0,0,0,0,4,-1.8,112.26,0.5,3.6,0.7,323,93.5,-0.9,1012,N/A
2018,3,12,5,30,0,0,0,0,0,-1.9,101.85,0.5,3.6,0.7,326,93.25,-0.9,1013,N/A
2018,3,12,6,30,8,72,7,7,4,-1.8,91.19,0.5,3.5,0.7,330,91.49,-0.6,1014,N/A
2018,3,12,7,30,53,316,105,138,0,-1.5,80.54,0.5,3.5,0.7,338,88.67,0.1,1014,N/A
2018,3,12,8,30,132,121,172,326,4,-1.3,70.54,0.5,3.3,0.7,346,84.81,1,1014,N/A
2018,3,12,9,30,191,296,332,500,4,-1,61.51,0.5,2.9,0.7,352,80.86,1.9,1015,N/A
2018,3,12,10,30,197,496,488,635,4,-0.9,54.13,0.5,2.4,0.7,177,77.59,2.6,1015,N/A
2018,3,12,11,30,224,509,556,718,4,-0.9,49.28,0.5,1.9,0.7,5,74.42,3.2,1015,N/A
2018,3,12,12,30,211,571,595,743,4,-1,47.8,0.5,1.6,0.7,12,73.03,3.4,1015,N/A
2018,3,12,13,30,246,418,515,710,4,-1.1,50.01,0.5,1.5,0.6,16,72.21,3.4,1015,N/A
2018,3,12,14,30,248,191,356,614,4,-1.3,55.43,0.5,1.6,0.6,19,72.38,3.2,1015,N/A
2018,3,12,15,30,187,126,244,469,4,-1.4,63.21,0.5,1.6,0.6,21,73.3,2.9,1015,N/A
2018,3,12,16,30,104,11,107,290,4,-1.4,72.47,0.5,1.7,0.6,22,76.99,2.2,1016,N/A
2018,3,12,17,30,32,0,32,103,4,-1.4,82.57,0.5,2.1,0.6,25,82.99,1.2,1017,N/A
2018,3,12,18,30,0,0,0,0,4,-1.8,93.28,0.5,2.8,0.6,30,86.31,0.2,1017,N/A
2018,3,12,19,30,0,0,0,0,4,-2.2,103.9,0.5,3.2,0.6,34,86.8,-0.3,1017,N/A
2018,3,12,20,30,0,0,0,0,4,-2.6,114.16,0.5,3.6,0.5,44,90.82,-1.3,1017,N/A
2018,3,12,21,30,0,0,0,0,4,-2.9,123.58,0.5,3.6,0.5,49,91.63,-1.7,1016,N/A
2018,3,12,22,30,0,0,0,0,0,-3.1,131.43,0.5,3.5,0.5,55,90.99,-1.8,1016,N/A
2018,3,12,23,30,0,0,0,0,7,-3.2,136.7,0.5,3.6,0.5,59,91.11,-1.9,1016,N/A
2018,3,13,0,30,0,0,0,0,7,-3.2,138.3,0.5,3.6,0.5,62,90.25,-1.8,1015,N/A
2018,3,13,1,30,0,0,0,0,7,-3.1,135.81,0.5,3.7,0.5,65,89.55,-1.6,1015,N/A
2018,3,13,2,30,0,0,0,0,7,-3,129.87,0.5,3.8,0.6,70,89,-1.4,1014,N/A
2018,3,13,3,30,0,0,0,0,6,-2.9,121.59,0.5,4.1,0.6,72,87.58,-1.1,1013,N/A
2018,3,13,4,30,0,0,0,0,6,-2.7,111.92,0.5,4.5,0.6,72,88.02,-1,1012,N/A
2018,3,13,5,30,0,0,0,0,6,-2.5,101.53,0.5,4.7,0.7,72,88.19,-0.8,1010,N/A
2018,3,13,6,30,4,0,4,8,6,-2.2,90.86,0.5,4.8,0.8,72,88.45,-0.5,1010,N/A
2018,3,13,7,30,60,27,65,140,7,-1.8,80.21,0.5,5.1,0.9,72,88.64,-0.1,1008,N/A
2018,3,13,8,30,76,0,76,325,6,-1.2,70.2,0.5,5.6,1,74,88.05,0.5,1007,N/A
2018,3,13,9,30,161,8,165,494,6,-0.8,61.15,0.5,6,1.1,76,87.36,1.1,1005,N/A
2018,3,13,10,30,246,48,274,626,6,-0.4,53.75,0.5,6.4,1.2,78,87.5,1.5,1004,N/A
2018,3,13,11,30,261,34,283,704,9,-0.1,48.88,0.5,6.8,1.3,75,88.86,1.5,1002,N/A
2018,3,13,12,30,250,26,268,722,9,0,47.41,0.5,6.9,1.5,73,90.53,1.4,1000,N/A
2018,3,13,13,30,261,39,286,682,6,0.2,49.64,0.5,7,1.6,73,91.6,1.4,998,N/A
2018,3,13,14,30,231,42,255,589,6,0.3,55.11,0.5,7.5,1.6,71,92.68,1.4,997,N/A
2018,3,13,15,30,149,84,187,447,7,0.3,62.92,0.5,8.1,1.6,70,93.93,1.2,995,N/A
2018,3,13,16,30,100,71,122,271,4,0.3,72.22,0.5,8.7,1.7,70,94.41,1.1,993,N/A
2018,3,13,17,30,38,0,38,94,7,0.2,82.34,0.5,9.2,1.7,70,94.01,1.1,991,N/A
2018,3,13,18,30,0,0,0,0,7,0.2,93.05,0.5,9.8,1.7,71,93.45,1.1,989,N/A
2018,3,13,19,30,0,0,0,0,7,0.2,103.66,0.5,10.1,1.8,72,93.61,1.1,987,N/A
2018,3,13,20,30,0,0,0,0,7,0.3,113.91,0.5,10.4,1.8,75,93.6,1.2,984,N/A
2018,3,13,21,30,0,0,0,0,7,0.4,123.3,0.5,10.2,1.8,75,93.95,1.3,982,N/A
2018,3,13,22,30,0,0,0,0,6,0.6,131.11,0.5,9.8,1.8,76,94.2,1.4,981,N/A
2018,3,13,23,30,0,0,0,0,6,0.7,136.33,0.5,8.9,1.7,75,94.45,1.5,980,N/A
2018,3,14,0,30,0,0,0,0,8,1,137.9,0.5,7.7,1.7,71,94.87,1.7,979,N/A
2018,3,14,1,30,0,0,0,0,4,1.1,135.42,0.5,6.6,1.7,65,94.76,1.9,978,N/A
2018,3,14,2,30,0,0,0,0,7,1.5,129.5,0.5,6.1,1.7,64,94.94,2.2,978,N/A
2018,3,14,3,30,0,0,0,0,7,2,121.24,0.5,5.4,1.8,69,95.54,2.6,977,N/A
2018,3,14,4,30,0,0,0,0,6,2.3,111.59,0.5,4,1.9,88,97.31,2.7,977,N/A
2018,3,14,5,30,0,0,0,0,6,2.4,101.2,0.5,3,1.9,146,98.9,2.6,978,N/A
2018,3,14,6,30,6,9,6,7,6,2.3,89.97,0.5,4.3,1.9,206,99.66,2.3,979,N/A
2018,3,14,7,30,48,74,61,129,7,1.8,79.88,0.5,6.7,1.7,226,98.46,2,981,N/A
2018,3,14,8,30,97,79,124,316,4,1.2,69.86,0.5,8,1.4,231,94.37,2,983,N/A
2018,3,14,9,30,203,206,304,494,4,0.7,60.78,0.5,8.1,1.1,231,88.18,2.5,985,N/A
2018,3,14,10,30,225,423,477,634,4,0.6,53.36,0.5,8.1,0.8,230,84.05,3,987,N/A
2018,3,14,11,30,241,482,561,720,4,-0.1,48.48,0.5,8,0.6,228,78.05,3.4,989,N/A
2018,3,14,12,30,267,364,515,749,4,-0.9,47.02,0.5,7.9,0.6,225,73.17,3.5,990,N/A
2018,3,14,13,30,214,528,558,712,4,-1.4,49.28,0.5,7.8,0.6,223,70.3,3.5,991,N/A
2018,3,14,14,30,186,412,423,613,4,-1.7,54.8,0.5,7.7,0.6,220,69.36,3.4,992,N/A
2018,3,14,15,30,108,746,451,466,0,-1.8,62.64,0.5,7.6,0.6,219,69.47,3.3,993,N/A
2018,3,14,16,30,89,624,282,286,0,-1.9,71.97,0.5,7.2,0.6,218,69.81,3.1,993,N/A
2018,3,14,17,30,50,368,101,103,0,-2.1,82.11,0.5,6.6,0.6,217,70.4,2.8,994,N/A
2018,3,14,18,30,0,0,0,0,0,-2,92.82,0.5,5.8,0.6,216,71.52,2.6,994,N/A
2018,3,14,19,30,0,0,0,0,7,-1.9,103.43,0.5,5.4,0.5,216,73.31,2.4,995,N/A
2018,3,14,20,30,0,0,0,0,6,-1.7,113.66,0.5,4.4,0.6,208,75.44,2.2,995,N/A
2018,3,14,21,30,0,0,0,0,7,-1.4,123.02,0.5,3.6,0.7,206,76.65,2.3,995,N/A
2018,3,14,22,30,0,0,0,0,9,-1.1,130.79,0.5,2.6,0.8,202,79.56,2.1,994,N/A
2018,3,14,23,30,0,0,0,0,6,-0.9,135.96,0.5,1.6,0.9,192,83.57,1.6,992,N/A
2018,3,15,0,30,0,0,0,0,9,-0.8,137.5,0.5,1.1,1,196,88.96,0.8,990,N/A
2018,3,15,1,30,0,0,0,0,7,-1,135.02,0.5,1.6,1.1,220,90.71,0.3,989,N/A
2018,3,15,2,30,0,0,0,0,7,-0.7,129.12,0.5,2.2,1,241,94.25,0.1,988,N/A
2018,3,15,3,30,0,0,0,0,7,-0.8,120.88,0.5,2.8,1,245,94.04,0,987,N/A
2018,3,15,4,30,0,0,0,0,7,-0.8,111.25,0.5,3.1,0.9,235,93.53,0.1,986,N/A
2018,3,15,5,30,0,0,0,0,4,-0.8,100.87,0.5,3.2,0.8,224,92.18,0.3,986,N/A
2018,3,15,6,30,5,0,5,10,4,-0.8,89.69,0.5,3.4,0.7,214,89.34,0.8,986,N/A
2018,3,15,7,30,55,413,130,152,0,-0.3,79.55,0.5,3.6,0.7,207,87.63,1.5,986,N/A
2018,3,15,8,30,94,550,287,340,4,0.1,69.51,0.5,3.9,0.7,204,86.46,2.1,986,N/A
2018,3,15,9,30,174,363,353,510,4,0.3,60.42,0.5,4.3,0.8,204,86.23,2.4,985,N/A
2018,3,15,10,30,197,537,520,646,4,0.5,52.97,0.5,4.6,0.8,207,86.16,2.6,984,N/A
2018,3,15,11,30,287,206,425,732,4,0.6,48.08,0.5,4.8,0.8,214,86.02,2.7,984,N/A
2018,3,15,12,30,312,279,504,756,4,0.5,46.62,0.5,4.9,0.8,222,83.93,3,983,N/A
2018,3,15,13,30,258,420,534,719,4,0.3,48.92,0.5,5,0.8,231,80.89,3.3,983,N/A
2018,3,15,14,30,158,626,522,624,4,0.1,54.48,0.5,5,0.8,239,78.4,3.5,984,N/A
2018,3,15,15,30,154,380,330,479,4,-0.2,62.37,0.5,5,0.8,245,77.06,3.4,984,N/A
2018,3,15,16,30,94,316,193,300,4,-0.6,71.72,0.5,4.9,0.8,247,77.4,3,985,N/A
2018,3,15,17,30,51,97,65,112,4,-0.8,81.88,0.5,4.7,0.9,245,78.56,2.5,986,N/A
2018,3,15,18,30,0,0,0,0,0,-1,92.59,0.5,4.7,0.9,242,79.94,2.1,987,N/A
2018,3,15,19,30,0,0,0,0,0,-1,103.2,0.5,4.7,0.9,240,81.33,1.9,987,N/A
2018,3,15,20,30,0,0,0,0,7,-0.7,113.41,0.5,4.7,0.9,240,83.82,1.7,987,N/A
2018,3,15,21,30,0,0,0,0,7,-0.5,122.74,0.5,4.5,0.9,242,86.42,1.5,987,N/A
2018,3,15,22,30,0,0,0,0,4,-0.3,130.47,0.5,4.3,0.9,244,88.77,1.3,987,N/A
2018,3,15,23,30,0,0,0,0,4,-0.2,135.59,0.5,4.2,0.9,245,90.78,1.1,987,N/A
2018,3,16,0,30,0,0,0,0,8,-0.2,137.11,0.5,4.1,0.9,246,92.24,0.9,988,N/A
2018,3,16,1,30,0,0,0,0,4,-0.3,134.62,0.5,4.1,0.9,248,92.88,0.7,988,N/A
2018,3,16,2,30,0,0,0,0,4,-0.5,128.74,0.5,4,0.9,251,92.45,0.6,988,N/A
2018,3,16,3,30,0,0,0,0,0,-0.7,120.52,0.5,4,0.9,253,91.81,0.5,988,N/A
2018,3,16,4,30,0,0,0,0,4,-0.8,110.91,0.5,3.9,0.8,256,91.41,0.4,988,N/A
2018,3,16,5,30,0,0,0,0,4,-1,100.54,0.5,3.8,0.8,258,90.99,0.3,988,N/A
2018,3,16,6,30,6,1,6,12,4,-1.1,89.41,0.5,3.7,0.8,258,89.28,0.5,989,N/A
2018,3,16,7,30,68,153,97,161,4,-1,79.22,0.5,3.7,0.8,260,86.16,1.1,989,N/A
2018,3,16,8,30,100,513,282,350,4,-1.3,69.17,0.5,3.9,0.8,263,79.91,1.8,989,N/A
2018,3,16,9,30,102,708,455,524,4,-2,60.05,0.5,4,0.8,264,73.12,2.3,989,N/A
2018,3,16,10,30,196,354,411,657,4,-2.5,52.58,0.5,4,0.8,264,68.79,2.7,989,N/A
2018,3,16,11,30,283,159,390,740,4,-2.7,47.68,0.5,4,0.8,264,66.08,3,988,N/A
2018,3,16,12,30,299,309,513,767,4,-2.9,46.23,0.5,3.9,0.7,265,64.42,3.2,988,N/A
2018,3,16,13,30,238,337,461,729,4,-3,48.56,0.5,3.8,0.7,267,63.23,3.3,988,N/A
2018,3,16,14,30,259,217,386,634,4,-3.2,54.16,0.5,3.6,0.7,270,63.07,3.2,988,N/A
2018,3,16,15,30,167,34,183,488,4,-3.2,62.09,0.5,3.5,0.7,275,64.37,2.9,988,N/A
2018,3,16,16,30,90,5,92,307,4,-3.1,71.47,0.5,3.4,0.7,281,67.71,2.3,989,N/A
2018,3,16,17,30,29,0,29,118,4,-3,81.65,0.5,3.5,0.7,286,72.21,1.5,989,N/A
2018,3,16,18,30,0,0,0,0,4,-2.9,92.37,0.5,3.6,0.7,288,76.56,0.7,990,N/A
2018,3,16,19,30,0,0,0,0,4,-3,102.96,0.5,3.6,0.7,289,78.14,0.4,990,N/A
2018,3,16,20,30,0,0,0,0,4,-3.2,113.16,0.13,3.7,0.7,289,82.23,-0.5,991,N/A
2018,3,16,21,30,0,0,0,0,4,-3.5,122.46,0.13,3.8,0.7,289,82.41,-0.9,991,N/A
2018,3,16,22,30,0,0,0,0,4,-4,130.14,0.13,4,0.6,288,81.69,-1.3,991,N/A
2018,3,16,23,30,0,0,0,0,4,-4.5,135.23,0.13,4.2,0.6,287,79.97,-1.5,991,N/A
2018,3,17,0,30,0,0,0,0,4,-4.8,136.71,0.13,4.3,0.6,286,79.25,-1.7,991,N/A
2018,3,17,1,30,0,0,0,0,0,-5.1,134.22,0.13,4.3,0.6,287,79.42,-2,991,N/A
2018,3,17,2,30,0,0,0,0,4,-5.5,128.36,0.13,4.3,0.6,288,78.19,-2.2,991,N/A
2018,3,17,3,30,0,0,0,0,4,-5.9,120.16,0.13,4.3,0.5,289,77.46,-2.5,991,N/A
2018,3,17,4,30,0,0,0,0,4,-6.4,110.57,0.13,4.5,0.5,290,76.27,-2.8,991,N/A
2018,3,17,5,30,0,0,0,0,4,-7.1,100.21,0.13,4.6,0.5,292,74.78,-3.3,992,N/A
2018,3,17,6,30,5,0,5,13,4,-8,89.12,0.13,4.7,0.4,293,72.34,-3.7,992,N/A
2018,3,17,7,30,71,38,78,168,4,-8.7,78.89,0.13,4.7,0.4,293,68.58,-3.8,992,N/A
2018,3,17,8,30,136,228,218,364,4,-9.4,68.82,0.13,4.7,0.3,290,64.97,-3.8,992,N/A
2018,3,17,9,30,214,87,258,539,4,-9.9,59.68,0.13,4.7,0.3,287,62.14,-3.7,992,N/A
2018,3,17,10,30,177,591,539,675,4,-10.3,52.2,0.13,4.7,0.3,283,59.78,-3.6,992,N/A
2018,3,17,11,30,290,311,501,757,4,-10.7,47.28,0.13,4.8,0.3,279,56.8,-3.3,991,N/A
2018,3,17,12,30,305,268,492,780,4,-10.9,45.84,0.13,4.9,0.3,278,54.81,-3.1,991,N/A
2018,3,17,13,30,286,247,451,741,4,-11,48.2,0.13,5,0.3,280,53.88,-3,992,N/A
2018,3,17,14,30,223,419,470,644,4,-11.1,53.84,0.13,5,0.3,285,54.2,-3.1,992,N/A
2018,3,17,15,30,139,528,388,497,4,-11.2,61.81,0.13,5,0.3,292,55.32,-3.5,992,N/A
2018,3,17,16,30,91,297,187,316,4,-11.3,71.22,0.13,5.1,0.3,298,56.81,-4,993,N/A
2018,3,17,17,30,37,98,52,125,4,-11.4,81.42,0.13,5.1,0.3,303,59.16,-4.6,994,N/A
2018,3,17,18,30,0,0,0,0,4,-11.4,92.14,0.13,5.1,0.3,306,61.51,-5.1,994,N/A
2018,3,17,19,30,0,0,0,0,4,-11.3,102.73,0.13,5.1,0.3,307,62.48,-5.3,995,N/A
2018,3,17,20,30,0,0,0,0,4,-11.4,112.91,0.13,5.1,0.3,308,65.52,-6,995,N/A
2018,3,17,21,30,0,0,0,0,4,-11.5,122.18,0.13,5,0.3,308,67.63,-6.5,996,N/A
2018,3,17,22,30,0,0,0,0,4,-11.5,129.82,0.13,4.9,0.3,307,69.36,-6.8,996,N/A
2018,3,17,23,30,0,0,0,0,4,-11.2,134.86,0.13,4.7,0.4,305,70.94,-6.8,997,N/A
2018,3,18,0,30,0,0,0,0,4,-10.7,136.31,0.13,4.6,0.4,302,73.44,-6.7,997,N/A
2018,3,18,1,30,0,0,0,0,4,-10.1,133.82,0.13,4.6,0.4,298,76.12,-6.6,998,N/A
2018,3,18,2,30,0,0,0,0,4,-9.7,127.97,0.13,4.6,0.4,296,78.15,-6.5,998,N/A
2018,3,18,3,30,0,0,0,0,4,-9.4,119.81,0.13,4.6,0.5,295,79.26,-6.4,998,N/A
2018,3,18,4,30,0,0,0,0,4,-9.3,110.22,0.13,4.5,0.5,295,80,-6.4,998,N/A
2018,3,18,5,30,0,0,0,0,4,-9.3,99.88,0.13,4.4,0.5,297,80.92,-6.6,999,N/A
2018,3,18,6,30,12,90,14,21,4,-9.5,88.82,0.13,4.4,0.4,299,79.08,-6.5,999,N/A
2018,3,18,7,30,58,452,148,178,0,-9.8,78.56,0.13,4.2,0.4,300,73.79,-5.9,999,N/A
2018,3,18,8,30,107,524,299,369,4,-10.2,68.47,0.13,4.1,0.4,298,67.61,-5.1,999,N/A
2018,3,18,9,30,60,945,542,542,0,-10.2,59.32,0.13,4.1,0.4,295,62.03,-4,999,N/A
2018,3,18,10,30,67,984,675,675,0,-10.1,51.81,0.13,4.1,0.4,292,57.78,-2.9,999,N/A
2018,3,18,11,30,73,1006,761,761,0,-9.8,46.88,0.13,4.2,0.3,290,54.23,-1.8,999,N/A
2018,3,18,12,30,73,1018,787,787,0,-9.6,45.45,0.13,4.2,0.3,289,52.15,-1,998,N/A
2018,3,18,13,30,71,1008,748,748,0,-9.4,47.84,0.13,4.3,0.3,290,51.13,-0.5,998,N/A
2018,3,18,14,30,69,980,652,652,0,-9.2,53.53,0.13,4.3,0.3,292,51.3,-0.4,998,N/A
2018,3,18,15,30,63,927,505,505,0,-9.2,61.53,0.13,4.3,0.3,295,52.75,-0.7,998,N/A
2018,3,18,16,30,55,826,324,324,0,-9.1,70.98,0.13,4.3,0.3,298,55.35,-1.3,998,N/A
2018,3,18,17,30,39,596,130,130,0,-9,81.19,0.13,4.3,0.3,301,59.31,-2.1,998,N/A
2018,3,18,18,30,7,61,5,5,0,-8.7,91.91,0.13,4.4,0.4,304,64.84,-3,999,N/A
2018,3,18,19,30,0,0,0,0,4,-8.5,102.5,0.13,4.5,0.4,305,67.15,-3.3,999,N/A
2018,3,18,20,30,0,0,0,0,0,-8.7,112.66,0.13,4.5,0.4,307,71.67,-4.4,1000,N/A
2018,3,18,21,30,0,0,0,0,4,-9.2,121.89,0.13,4.5,0.4,306,72.85,-5.1,1000,N/A
2018,3,18,22,30,0,0,0,0,4,-9.7,129.49,0.13,4.4,0.4,304,72.92,-5.6,999,N/A
2018,3,18,23,30,0,0,0,0,4,-10,134.49,0.13,4.3,0.4,301,73.2,-6,999,N/A
2018,3,19,0,30,0,0,0,0,8,-10.2,135.91,0.13,4.2,0.4,298,73.24,-6.2,999,N/A
2018,3,19,1,30,0,0,0,0,0,-10.3,133.42,0.13,4.2,0.4,296,74.41,-6.5,999,N/A
2018,3,19,2,30,0,0,0,0,4,-10.3,127.59,0.13,4.2,0.4,294,75.5,-6.7,999,N/A
2018,3,19,3,30,0,0,0,0,0,-10.4,119.45,0.13,4.3,0.4,293,76.25,-6.9,999,N/A
2018,3,19,4,30,0,0,0,0,0,-10.5,109.88,0.13,4.3,0.4,291,76.98,-7.1,999,N/A
2018,3,19,5,30,0,0,0,0,4,-10.5,99.55,0.13,4.3,0.4,289,77.22,-7.2,999,N/A
2018,3,19,6,30,10,69,12,23,4,-10.6,88.52,0.13,4.4,0.4,287,74.55,-6.8,999,N/A
2018,3,19,7,30,72,228,119,183,4,-10.6,78.22,0.13,4.5,0.4,283,69.7,-6,999,N/A
2018,3,19,8,30,106,539,307,375,4,-10.7,68.12,0.13,4.5,0.4,280,64.33,-5,998,N/A
2018,3,19,9,30,154,540,433,548,4,-10.4,58.95,0.13,4.5,0.4,277,60.97,-4,998,N/A
2018,3,19,10,30,177,627,568,681,4,-10,51.42,0.13,4.5,0.4,276,58.88,-3.1,997,N/A
2018,3,19,11,30,286,389,554,760,4,-9.6,46.48,0.13,4.5,0.4,277,58.51,-2.6,997,N/A
2018,3,19,12,30,211,626,653,782,4,-9.3,45.05,0.13,4.6,0.4,281,58.61,-2.3,997,N/A
2018,3,19,13,30,83,978,744,744,0,-9,47.48,0.13,4.7,0.4,286,59.01,-2.1,996,N/A
2018,3,19,14,30,91,900,630,643,0,-8.7,53.21,0.13,4.8,0.5,289,60.4,-2.1,997,N/A
2018,3,19,15,30,72,886,498,498,0,-8.5,61.26,0.13,4.8,0.5,292,62.08,-2.2,997,N/A
2018,3,19,16,30,59,784,318,318,0,-8.3,70.73,0.13,4.7,0.5,292,64.09,-2.4,998,N/A
2018,3,19,17,30,41,563,129,129,0,-8.1,80.96,0.13,4.7,0.5,292,67.02,-2.8,999,N/A
2018,3,19,18,30,8,58,6,6,0,-7.8,91.69,0.13,4.6,0.6,291,69.8,-3.1,1000,N/A
2018,3,19,19,30,0,0,0,0,0,-7.5,102.27,0.13,4.6,0.6,290,71.95,-3.2,1000,N/A
2018,3,19,20,30,0,0,0,0,4,-7.3,112.41,0.13,4.6,0.7,289,75.14,-3.5,1001,N/A
2018,3,19,21,30,0,0,0,0,4,-7.1,121.61,0.13,4.5,0.7,289,76.84,-3.6,1001,N/A
2018,3,19,22,30,0,0,0,0,4,-7,129.17,0.13,4.4,0.7,291,78.63,-3.8,1001,N/A
2018,3,19,23,30,0,0,0,0,4,-6.9,134.12,0.13,4.3,0.7,291,79.62,-3.9,1001,N/A
2018,3,20,0,30,0,0,0,0,0,-6.9,135.52,0.13,4.1,0.7,291,80.49,-4,1002,N/A
2018,3,20,1,30,0,0,0,0,0,-6.9,133.02,0.13,4,0.7,289,81.08,-4.1,1002,N/A
2018,3,20,2,30,0,0,0,0,0,-6.9,127.21,0.13,4,0.7,286,81.53,-4.2,1002,N/A
2018,3,20,3,30,0,0,0,0,0,-6.9,119.08,0.13,3.9,0.7,283,81.47,-4.2,1003,N/A
2018,3,20,4,30,0,0,0,0,0,-6.9,109.54,0.13,3.9,0.7,281,82.02,-4.3,1003,N/A
2018,3,20,5,30,0,0,0,0,0,-6.9,99.21,0.13,3.9,0.7,280,82.72,-4.4,1004,N/A
2018,3,20,6,30,8,0,8,25,4,-6.9,88.23,0.13,4,0.7,280,80.34,-4,1005,N/A
2018,3,20,7,30,73,13,76,185,4,-6.9,77.89,0.13,4,0.7,281,74.89,-3.1,1005,N/A
2018,3,20,8,30,150,65,175,375,4,-7.1,67.78,0.13,4,0.6,280,67.85,-2,1005,N/A
2018,3,20,9,30,225,212,336,546,4,-7,58.58,0.13,3.9,0.6,276,62.96,-0.8,1005,N/A
2018,3,20,10,30,284,244,437,678,4,-6.5,51.03,0.13,3.9,0.6,270,59.54,0.5,1005,N/A
2018,3,20,11,30,73,987,758,758,0,-5.8,46.08,0.13,3.8,0.6,267,57.71,1.6,1005,N/A
2018,3,20,12,30,74,993,780,780,0,-5.1,44.66,0.13,3.6,0.6,266,57.26,2.5,1005,N/A
2018,3,20,13,30,73,982,741,741,0,-4.4,47.12,0.13,3.2,0.6,267,58.16,3,1005,N/A
2018,3,20,14,30,70,953,645,645,0,-3.8,52.9,0.13,2.8,0.6,266,60.59,3.1,1006,N/A
2018,3,20,15,30,64,900,501,501,0,-3.3,60.98,0.13,2.5,0.6,268,63.67,2.9,1006,N/A
2018,3,20,16,30,55,799,322,322,0,-3,70.49,0.13,2.3,0.6,275,68.37,2.2,1007,N/A
2018,3,20,17,30,39,583,133,133,0,-2.9,80.74,0.13,2.4,0.6,285,76.15,0.8,1008,N/A
2018,3,20,18,30,8,70,6,6,0,-3.2,91.46,0.13,2.6,0.6,299,81.18,-0.4,1010,N/A
2018,3,20,19,30,0,0,0,0,0,-4,102.03,0.13,2.7,0.6,307,79.05,-0.8,1010,N/A
2018,3,20,20,30,0,0,0,0,0,-4.4,112.15,0.13,2.5,0.6,320,82.25,-1.8,1011,N/A
2018,3,20,21,30,0,0,0,0,0,-4.7,121.33,0.13,2.2,0.6,323,82.93,-2.2,1011,N/A
2018,3,20,22,30,0,0,0,0,0,-4.9,128.84,0.13,1.8,0.6,319,84.01,-2.6,1011,N/A
2018,3,20,23,30,0,0,0,0,4,-5.2,133.75,0.13,1.4,0.6,316,83.37,-2.8,1012,N/A
2018,3,21,0,30,0,0,0,0,7,-5.5,135.12,0.13,1.1,0.5,330,82.07,-2.9,1012,N/A
2018,3,21,1,30,0,0,0,0,7,-5.8,132.62,0.13,1.2,0.5,181,80.59,-2.9,1012,N/A
2018,3,21,2,30,0,0,0,0,7,-5.7,126.83,0.13,1.6,0.5,30,81.36,-3,1012,N/A
2018,3,21,3,30,0,0,0,0,0,-5.7,118.72,0.13,1.8,0.5,46,82.01,-3.1,1012,N/A
2018,3,21,4,30,0,0,0,0,4,-5.7,109.19,0.13,2.1,0.4,56,83.39,-3.3,1012,N/A
2018,3,21,5,30,0,0,0,0,7,-5.6,98.88,0.13,2.4,0.4,66,86.07,-3.6,1012,N/A
2018,3,21,6,30,6,0,6,28,4,-5.4,87.92,0.13,2.6,0.4,73,82.57,-2.8,1012,N/A
2018,3,21,7,30,50,223,98,193,7,-4.7,77.56,0.13,2.9,0.4,77,76.5,-1.1,1011,N/A
2018,3,21,8,30,131,357,268,384,4,-4.2,67.43,0.13,3.2,0.4,79,71.52,0.4,1011,N/A
2018,3,21,9,30,174,486,430,554,7,-3.5,58.22,0.13,3.5,0.5,77,68.86,1.6,1010,N/A
2018,3,21,10,30,274,313,473,685,7,-2.8,50.64,0.13,3.7,0.5,73,68.26,2.5,1010,N/A
2018,3,21,11,30,326,208,471,762,7,-2.1,45.67,0.13,3.8,0.6,68,69.28,3,1009,N/A
2018,3,21,12,30,302,47,336,779,6,-1.6,44.27,0.13,4,0.7,63,71.24,3.1,1008,N/A
2018,3,21,13,30,230,14,240,735,7,-1.1,46.77,0.13,4.1,0.8,59,73.8,3.1,1007,N/A
2018,3,21,14,30,126,0,126,634,6,-0.6,52.59,0.13,4.1,1,58,77.31,3,1007,N/A
2018,3,21,15,30,65,0,65,488,6,-0.2,60.71,0.13,4.2,1.2,56,81.2,2.7,1006,N/A
2018,3,21,16,30,13,0,13,311,6,0,70.24,0.13,4.5,1.4,55,84.62,2.3,1006,N/A
2018,3,21,17,30,7,0,7,127,6,-0.1,80.51,0.13,4.7,1.5,53,88.77,1.6,1006,N/A
2018,3,21,18,30,1,0,1,6,6,-0.3,91.24,0.13,4.9,1.6,51,91.57,0.9,1007,N/A
2018,3,21,19,30,0,0,0,0,7,-0.6,101.8,0.13,4.9,1.6,49,91.62,0.6,1007,N/A
